name,id,comment,time,positive_prob,sentiment
撸铁之王,247348095,总有那么一种人，他们无法理解凌驾于他们知识储备量之上的事物，这会使他们激发出他们可笑的自尊以及嫉妒心，进而疯狂的诋毁他们不理解却存在的事物。悲哀的是这样的人占了社会的百分之八十。二八定律。,2019/12/13 9:33,0.0146303,0
粗代火影,378685332,大舌头？,2019/12/13 9:30,0.377406,0
偷取一时闲,1662467554,怕是模仿成了乌鸦的叫声，嘎嘎,2019/12/13 9:20,0.441104,0
鲁镇的迅妹儿,323830757,猴子成精了,2019/12/13 9:01,0.441194,0
a南顾,332060859,我怎么感觉是天使吻的恶魔掐的牛头马面拽着阎王看着,2019/12/13 8:40,0.211531,0
星火燎塬1704,469481575,厨房 心碎 便便 刚出 叉 圈 18 ,2019/12/13 8:35,0.35279,0
可乐哥哥o3o,1579787260,居然听得鼻头一酸 多多难过 ,2019/12/13 8:13,0.425021,0
#NAME?,1479284007,这声音 np,2019/12/13 8:12,0.351775,0
秉烛夜行,1959171525,第一次听没感觉但还行 第二次听有点喜欢 第三次不好了 彻底了 必须循环播放,2019/12/13 8:11,0.185343,0
幕冬1804,1417519518,唔 啊，森狗森狗森狗哎喂呆。怒马呆 哎哎哎 爱菜克油丧，油梅米克，梅米克，梅米克。往哪喘！,2019/12/13 7:37,0.027403,0
sheyyyy,1355067997,软件歧视什么呢 先用这个做bgm的短视频平台是tik tok，翻译给您们听就是外国抖音,2019/12/13 6:14,0.188975,0
花香菇_ET_囍,437009834,多么好听的歌，毁在抖音啊，哎,2019/12/13 1:29,0.0444528,0
TheChainsmokers丶,509320832,不好听就别听呗 没人逼你,2019/12/13 0:55,0.250131,0
拜拜晚安睡了,308418147,我只觉得很难听。。,2019/12/13 0:51,0.321627,0
今天的小熊没丢,1725556153,我说过我失败一次下一个人会爱我爱的更难 他可能得花下十倍的心思才能打消我的顾虑和疑心病,2019/12/13 0:45,0.128962,0
马克比,291067163,在抖音火了...操,2019/12/13 0:12,0.118037,0
本人已经掉线了,1735510737,必须的。就像你名字一样。,2019/12/12 23:59,0.419414,0
那个村子没有消失,631882527,这嗓音太上头了,2019/12/12 23:56,0.227858,0
木子_Lee,1448130163,听说这是根据她以前的街头表演的经历写出来的歌。,2019/12/12 23:55,0.355445,0
国王的玩具士兵,363551314,一个冷笑话 汗 ,2019/12/12 23:35,0.437197,0
她好卡哇伊-,1743336818,怎么没有？,2019/12/12 23:27,0.154969,0
鸣佐00,1680797396,女老师问 母牛身上有4个，而我身上只有2个，你猜是什么？ 学生回答 腿 女老师问 有样东西，你裤子里有，而我的裙子里没有，你猜是什么 却听到学生回答说 口袋 女老师问 什么物体是字母C开头，T结尾，上面有很多毛，橢圆型，含有令人陶醉的乳白色的液体？ 学生回答说 椰子 Coconut ,2019/12/12 23:25,0.0941899,0
钠锂子,451662039,怎么觉得这个口音好好听,2019/12/12 23:24,0.34191,0
失心散人,468765652,超能扎派？,2019/12/12 23:04,0.353768,0
Luoyousing,62147731,有一种自带电音的feel 西西晕了 西西晕了 ,2019/12/12 23:04,0.211731,0
懵懂六月,113913673,这个人说了啥，大家都在评论,2019/12/12 22:51,0.433903,0
SzekeiChan,298889906,这是老田发我的歌 ,2019/12/12 22:47,0.449649,0
汪汪coco,602712824,话粗理不粗,2019/12/12 22:33,0.113332,0
荧酱哦,1595661599,为什么一个澳洲人的英语会是泰国口音的？？？,2019/12/12 22:31,0.281643,0
想养一只猫513,1686561603,我不好 但只有一个 你不珍惜 就算了,2019/12/12 22:29,0.0164915,0
Travelalone-,451533958,我学着她的声音在广场上唱，被拉到了神经病医院来勒 流感 流感 流感 ,2019/12/12 22:27,0.316819,0
JY西小贝,2070668834,厉害,2019/12/12 22:19,0.398075,0
祖祖zuzu1225,1837195634, 我..我我我为什么想举报你,2019/12/12 22:14,0.341419,0
梵高与莫扎特,306720550,觉得不好听专门搜索来评论区说不好听？ 佛了,2019/12/12 22:13,0.387889,0
双叶幼稚园向日葵小班新之助,475850972,复习时就不该听这种上头的,2019/12/12 22:09,0.293802,0
_拥友吖,439828125,越听越听感觉这声音有点搞笑？？有点像monkey 的声音？？,2019/12/12 22:06,0.0592434,0
猫猫猫毛线,90972121,跟着节奏抖腿中 ,2019/12/12 22:04,0.415761,0
七七xq,301814009,dime 怪我听力不好,2019/12/12 21:36,0.0935256,0
彡苦酒灬,1884128965,这嗓音，像极了骚到高潮时的我 大哭 大哭 大哭 ,2019/12/12 21:26,0.337745,0
队队队队长er,1960774314,沉迷女版烟嗓唐老鸭,2019/12/12 21:15,0.290899,0
嫑问我为啥腿短,1702990741,恕我直言，在坐的各位的语言已经形容不了这首歌得美妙,2019/12/12 21:13,0.384945,0
姐姐姐姐你来呀,1814510510,还是欣赏不来这种桑心,2019/12/12 21:12,0.199803,0
维饥,469314936,这特么啥玩意 好听的以为我听觉出了问题！！！！！！！！！！！！！！,2019/12/12 21:10,0.0757986,0
挺好听的猴,1546216314,纯路人，我自己觉得这歌没太牛b到评论那吹的内样,2019/12/12 20:42,0.264284,0
柚柚_bany,2028374982,这是我们舞蹈老师手机铃声，上次正在上课手机响了起来，然后全班晃起来了,2019/12/12 20:30,0.319496,0
切克闹喂狗,287734663,它和black sheep是什么关系 亲亲 ,2019/12/12 20:28,0.409984,0
大猫王子丶,494857215,好奇怪的声音,2019/12/12 20:01,0.358141,0
长得丑到处走3,320893861,B站瓜,2019/12/12 19:58,0.449574,0
起司姨太997,1478311389,不知道,2019/12/12 19:50,0.378438,0
浅梦in,1570483299,江苏分数线好可怕的 我河北的已经很可怕了 惶恐 ,2019/12/12 19:34,0.421289,0
Listenme丶,94790691,感觉我上我也行？,2019/12/12 19:27,0.384563,0
暴风雨WEKX,1634645395,原来破音的歌这么好听,2019/12/12 19:24,0.138097,0
葑千,385419358,有点欣赏不来,2019/12/12 19:21,0.185627,0
小罗170818,531651033,第1次听的时候原来以为是小孩。后来一听原来不是 多多捂脸 ,2019/12/12 19:20,0.15986,0
蓝色硬核佩奇,284588392,不断循环 ,2019/12/12 19:09,0.448619,0
曉_玬啊,475415830,太上头了！,2019/12/12 18:38,0.232466,0
Sue_鵝,594556698,歌手是澳大利亚人？,2019/12/12 18:21,0.347375,0
牙牙乐长不高,546236067,不是因为老了不打球，而是决定不打球才是真的老了,2019/12/12 18:15,0.121382,0
一套卷圈,516975397, 这算是小黄歌吗？,2019/12/12 18:12,0.207305,0
wares爸爸,477011199,内蒙古上面不是外蒙古吗,2019/12/12 18:12,0.115703,0
LE808,9510518,谁踩我脚啦！,2019/12/12 17:59,0.409506,0
sumfanni,119512338,讲真 我昨天刚在小破站看了现场 今天就给我推了,2019/12/12 17:43,0.210189,0
沈云行,1815863204,我的桂柳口音就算去外地也改不了了,2019/12/12 17:14,0.0457739,0
张贫穷,369912284,感觉我的神经像猴子一样dance,2019/12/12 16:53,0.430263,0
Hard-ExplosiveSoap,304010190,这假声？,2019/12/12 16:36,0.317231,0
国王的玩具士兵,363551314,除了鸡精,2019/12/12 16:09,0.35477,0
贪吃好睡趴趴熊,1810205035,我哥说这首歌不好听 现在我是独生子了,2019/12/12 15:52,0.379778,0
爽朗的刘哈哈,319014897,这声音也可以这么好听的么？,2019/12/12 15:47,0.354176,0
佳节孤影,1519520281,你牛逼你先说,2019/12/12 15:30,0.440768,0
暗夜紫罗兰丶,1343378671,这明明就是鸭嗓子，逆天唱成的这么好听,2019/12/12 15:22,0.29516,0
卖碳的善逸,1879883800,什么审美？,2019/12/12 15:03,0.206988,0
账号被禁已注销,366452921,该留言违反人类作息时间规律，被系统强制删除！,2019/12/12 14:54,0.285415,0
瓜皮杨_,255022424,这口音 生病 ,2019/12/12 13:36,0.418948,0
不刷牙的土豆泥,1389891361,第一遍 这个英语不标准，第二遍 刚刚是我耳朵不标准。,2019/12/12 13:19,0.234665,0
除了田柾国谁也别抢这个名字,1476937418, 大哭 大哭 天呐没毛病怎么办,2019/12/12 13:13,0.403579,0
寻远_,117542034,你是想笑死我好继承我的两个粉丝吗,2019/12/12 13:04,0.371578,0
像石头一样1707,532458160,又丑又美？？？？ ！,2019/12/12 13:03,0.139893,0
李晓琴1912,1986796463,第一遍 这什么玩意 第二遍 我什么玩意,2019/12/12 12:55,0.272117,0
怎么搜不到用户,99137122,这是鸭子声音和中国声音混血 大哭 大哭 ,2019/12/12 12:46,0.310991,0
悉数沉淀766,246779048,作为一个小学毕业的人，这首歌叫耍猴。不知道我翻译的对吗 呆 ,2019/12/12 11:43,0.355379,0
Flovst,605770851,真就感觉一口老痰卡在喉咙里 大哭 大哭 ,2019/12/12 11:21,0.240913,0
花药离体培养,110930703,我昨晚刚看的b站Minecraft视频准备今天听歌识曲，结果直接给我推荐出来了？？？？网易云你他妈开挂,2019/12/12 10:50,0.175809,0
命硬-777,387574136,太攒劲！,2019/12/12 10:47,0.417055,0
辛雨宸,2071712830,我被别人说口音非常可爱。我起初不在意，甚至觉得是调侃，然而事实在于。。。是真的 ,2019/12/12 10:46,0.331532,0
解锁二八,1370989025,12.12解锁28岁 混蛋的过了一年 若无相欠，怎会相见。,2019/12/12 10:42,0.150849,0
CSY1013,357925247,我他妈笑死,2019/12/12 10:38,0.386837,0
smalltien,383368900,这首歌叫做 耍猴吗？,2019/12/12 10:04,0.271036,0
呢绒秋裤不裤斯基,1458122711,来自洛杉矶市唐家庄的口音？,2019/12/12 9:41,0.409444,0
坤宝turbo,344968680,这首歌还是找上我了,2019/12/12 9:29,0.447199,0
Singularity170622,513288930,不是娃娃音么,2019/12/12 9:27,0.371214,0
Niiix,75954060,最后一句有没有和我一样空耳成 I love gay s 的 大哭 大哭 大哭 ,2019/12/12 9:14,0.381104,0
花式鬼畜旋转抖腿全国冠军,558357131,28秒没有一口老痰是唱不出那种效果的,2019/12/12 9:07,0.236936,0
您的花呗,1689968423,昨天晚上我再次梦到她，醒来只是点了根烟，笑了笑 ,2019/12/12 8:52,0.403801,0
小伟精神,1297213793,鸭子跟青蛙在一起合唱是不是这个效果，补充 青蛙是夏天待在水塘边的那种,2019/12/12 8:18,0.384533,0
灵感大王vv,116600660,乌啊西油西油爱瑞戴，,2019/12/12 8:09,0.387674,0
c-loveve,105618103,我有提抖音？我从b站看到的怎么？你优越感这么强？看不起别人翻唱？ 云村斗士？,2019/12/12 8:00,0.0425782,0
二百斤的瘦子10086,567007367,太洗脑了,2019/12/12 7:49,0.166462,0
我已停用朋友圈,1423937733,为啥叫跳舞的猴子 爱了爱了，这声音 多多大笑 ,2019/12/12 7:45,0.388824,0
吃豆的晨老子,549054137,是个死胖子,2019/12/12 6:49,0.421359,0
Languor-Wacky-People,619956798,我好不容易升起了学习的欲望。,2019/12/12 6:02,0.190414,0
猫猫love糖糖,1423099294,你话太多了 撇嘴 看了半天评论就你一个一直在那巴巴人家唱的怎么样好像跟你没啥关系？文明听歌别整天整那些有的没的，你行你来？ 撇嘴 撇嘴 撇嘴 ,2019/12/12 5:22,0.0910842,0
vv是慧慧,1757056569,这声音太好听了，自带电音效果,2019/12/12 2:39,0.435098,0
逗比七绝之棒打逗比,314134048, 大哭 天使亲吻后觉得太甜了然后又掐了一把,2019/12/12 2:34,0.371898,0
幻影博,294301615,听什么歌都要标记一个你是从抖音来的？抖音来的很有优越感？,2019/12/12 2:12,0.0372535,0
c-loveve,105618103,只有我是从韩美娟来的？,2019/12/12 1:46,0.447635,0
c-loveve,105618103,你还活着就意味着还未失去希望,2019/12/12 1:46,0.25309,0
李Weike,557503879,我怀疑这是天生奇特的声线，应该捐给医学院进行研究 大哭 ,2019/12/12 1:32,0.141439,0
Delier_4355,86108120,怒音也太好听了,2019/12/12 1:19,0.319339,0
英勇善战可达鸭,72484605,没必要随大流 ,2019/12/12 1:03,0.347858,0
观生先生,388772260,一切都会好起来的 人生就是这个样子不是吗 努力生存吧 有缘人,2019/12/12 0:49,0.335823,0
空气180726,1533262899,心情超差， 现实打垮我了，现实真的残酷,2019/12/12 0:48,0.0597463,0
M汁微笑,395741850,继承我的花呗么？,2019/12/12 0:36,0.289673,0
Chelsea__S,127441348,付导的黎明杀机视频里听到的，结果就日推了呗hhhh,2019/12/12 0:34,0.301174,0
Thedinosaurofeffort,1706848373,你走吧！没人拦你,2019/12/12 0:30,0.398702,0
Thedinosaurofeffort,1706848373,有是有，但是你的评论是多数人不喜欢的，你这么喜欢让别人对你有什么意见吗？,2019/12/12 0:26,0.191913,0
Michelangelo灬,487792514,你笑点简直清奇，我怎么看完他这句话面无表情，很普通的一句话啊,2019/12/12 0:15,0.102099,0
嘴臭弟弟一枚,339548660,我怎么老听到马丁路德金？,2019/12/12 0:02,0.222776,0
#NAME?,366966684,喂，你别评论了，过来和我打个招呼 爱心 ,2019/12/11 23:52,0.43796,0
Melon凡,73024074,不是不下，是下不了，没黑胶！！！,2019/12/11 23:48,0.0116104,0
颓废小新Agoni,1613670021,洗脑神曲 这曲子太上头了吧,2019/12/11 23:47,0.25281,0
Melon凡,73024074,据我所知这是广西话被黑的最惨的一次,2019/12/11 23:46,0.396094,0
jisoojennieroselisa,1393909238,这种口音和中国的山西民歌一样,2019/12/11 23:32,0.349058,0
此用户名已被举报,897197,这声线 让我想起了 超能查派 的妈妈 ,2019/12/11 23:30,0.367871,0
二次元赛高y,1775543534,哪里难听了？你自己试试唱？,2019/12/11 23:29,0.11342,0
AJ834700,76823160,I see you every time...,2019/12/11 23:14,0.428408,0
王凉皮12138,1879932694,被洗脑了,2019/12/11 23:12,0.291112,0
我们一起数到5吧,358318066,下，还是不下，这是个问题。,2019/12/11 22:56,0.195989,0
嗳呀OYY,81465585,天哪我就欣赏你这种嗓子,2019/12/11 22:54,0.392886,0
伊卡洛斯ExSincobar,491009728,你说难听就难听？现在uk榜第一十周了,2019/12/11 22:50,0.103561,0
蛾子不要搞事情呀,288395102,这声音丑萌丑萌的 大笑 ,2019/12/11 22:31,0.194248,0
你的样子像极了爱情-,1842140391,不好听你别听啊，为啥非要喷一下呢...,2019/12/11 22:28,0.107288,0
良心不会痛吗_,128361862,同城！ 色 互关吗,2019/12/11 22:28,0.360752,0
隰露,1297783090,你会看着我的眼睛，为我再拼一次命吗？,2019/12/11 22:27,0.214687,0
仕治远志,468558011,洗脑，真洗脑,2019/12/11 22:25,0.328962,0
徐汇杨千嬅,129597519,这是怎样的声音 大哭 ,2019/12/11 22:03,0.253116,0
-我-不-是-,1327040162,咱也不知道这生活是苦是甜，凑合着吧.,2019/12/11 22:01,0.150996,0
屋顶的一窝猫丶,290922620,不太飘准的英语 大哭 ,2019/12/11 21:47,0.262243,0
自分情,1728856234,我居然笑出猪声了,2019/12/11 21:39,0.198985,0
菩提树下静坐,1566471326,为什么我脑海里第一个浮现的是在舞动的小丑？,2019/12/11 21:18,0.359277,0
白月光z77,1332375814,我怎么觉得有点吓人,2019/12/11 21:16,0.15544,0
小鱼没有壳,370012382,上头容易下头难,2019/12/11 21:14,0.324708,0
做菜要咸,1945556784,歌名我可以理解成 跳马猴子嘛 呆 ,2019/12/11 21:06,0.411423,0
有唐驰,132117663,这口音到底怎么回事啊？,2019/12/11 21:01,0.187737,0
顺德呀,448084352, 真的铁甲小宝 不知道能不能看到 来笑,2019/12/11 20:41,0.28684,0
是阿庭啊,545663823,被洗脑了昂,2019/12/11 20:24,0.357341,0
朝南南樯,271917048,这封面穿搭有点 ，想要 ,2019/12/11 20:08,0.343407,0
首阳羊陽,15481054,这可怕的连读,2019/12/11 20:04,0.298954,0
天才汤姆猫I,291027478,太特别了吧,2019/12/11 20:02,0.257625,0
臭鱼啊,468724591,林被把你当好朋友 你不珍惜 那就祝你好运 再见嘞您,2019/12/11 20:00,0.173948,0
baoquanzhao,454234933,黑人歌手？,2019/12/11 19:58,0.359927,0
芝麻男孩驴打滚,55997643,谁能告诉我 当时我为啥评论这个 是因为啥 我不记得了！！！ 有人知道369台啥意思嘛！,2019/12/11 19:54,0.298956,0
Kaltso,115598789,果然上天不喜欢我,2019/12/11 19:52,0.370957,0
努力的欧阳先生,1457842302,我是不是听到了马猴贷？？,2019/12/11 19:27,0.155778,0
103哦,396524104,确实是这样，喷就完事了,2019/12/11 19:19,0.294366,0
多哈数据库,1452672560,就没有人表白这完美的翻译吗 憨笑 ,2019/12/11 19:06,0.437195,0
herbert_me,36190465,10万 是早晚的事,2019/12/11 19:01,0.271245,0
一朝思暮见,65934503,这歌太诡异了，难听却有着让人想一直听下去的魔力 ,2019/12/11 18:45,0.102875,0
我要去追寻梦想了,1508241968,真的很不好听 个人 不喜欢,2019/12/11 18:29,0.167068,0
小旗子-,282317728,最后一句all again发言我惊了？！我英语白学了？,2019/12/11 18:26,0.383759,0
小有名气的赖床高手,133386346,巧了吗不是 ,2019/12/11 18:15,0.156556,0
胖崽喵,1990226346,这嗓音...天生歌姬,2019/12/11 18:14,0.343438,0
握草无情e,1679588625,德国人说 我们国家的酒好喝！英国人说 我们国家的酒好喝！中国人说 我们国家的酒好喝！！！我拿一只老鼠做实验。老鼠喝了德国的酒后，跳了一支舞。喝了英国的酒后，弹了一首曲子。喝了中国的酒后，那只老鼠就厉害了，它拿起砖头，踹开房门，大声喊道 妈 ，猫呢？！,2019/12/11 18:12,0.280218,0
Taeseewe,509446434,那全滚吧,2019/12/11 18:00,0.37875,0
cookie_Leah,73212720,这句do it all again真把 给整蒙了 赶快点开歌词看看到底唱了个啥,2019/12/11 17:56,0.136579,0
清明烟雨瘦,1550665799,不就是爵士乐吗,2019/12/11 17:42,0.214922,0
Che空白,1536450921,不对！这是是被恶魔掐死后，又被救回来的嘚瑟 ,2019/12/11 17:41,0.225301,0
暴风铁卫,403860811,声线好像JOJO4里面的胖重,2019/12/11 17:05,0.360696,0
魔性哥,281199011,可能是你不喜欢，没有经历过一些好玩有趣的事,2019/12/11 17:04,0.198965,0
陪我到可可西里去看海0,353857699,做阅读前听了这首歌 现在脑子里全是这个调调 读不进去了 ,2019/12/11 16:42,0.183277,0
Liu_Atom,327515148,说难听的直接下一首不就好了 憨笑 ,2019/12/11 16:23,0.119348,0
広州史忽鬼,25577233,怎么感觉英文发音比我还烂,2019/12/11 16:22,0.252743,0
撒旦的怨言,305455849,恕我欣赏不来，难听,2019/12/11 16:22,0.255344,0
RIPAviciiIloveyou,602273032,现在唯一能陪伴的就是A神的信仰 和我的歌单跟一颗不知去哪的心,2019/12/11 16:22,0.38585,0
心安理得的活着,1984920882,这是电音 白痴,2019/12/11 16:20,0.390845,0
她是人间蜜桃哇,440116184,这嗓子真是很无语 西西流汗 ,2019/12/11 16:20,0.111811,0
今晚打瑙斧,414795939,太难听了,2019/12/11 16:05,0.0958713,0
张大大大大壮,454476324,真搞不懂这种音乐，动次打次的，让人都睡不好觉，下次有这种音乐早点告诉我，我不喜欢睡觉,2019/12/11 15:54,0.0703934,0
deahui,92945234,这声音太有辨识度了，一听就知道她有首歌在我的歌单里,2019/12/11 15:49,0.177849,0
在听歌吖,1668188542,听的时候想着什么鬼，听着听着就手动收藏了,2019/12/11 15:46,0.397049,0
肥小油,1942611037, 千万别被某音发现啊,2019/12/11 15:39,0.0823085,0
心中有个玲铛,335247130,中国文化博大精深，但我只想用简单而粗暴的两个字“XX”去形容！ 憨笑 ,2019/12/11 15:33,0.176066,0
设计萌,479834137,可能你对广西有误解,2019/12/11 15:19,0.409694,0
凉城临海,1852568854,浑身说不出来的感觉，有点热，有点麻,2019/12/11 15:06,0.272938,0
东东宇宙第一,1887380760,我差点去世,2019/12/11 14:59,0.391477,0
aLIEzxx,362943413,天使死神 特么什么都是我们搞的,2019/12/11 14:57,0.426407,0
爱喝红牛的狗,429801933,我弟弟说不好听，我现在是独生子女,2019/12/11 14:45,0.398613,0
菠萝哼,1355331048,女版周云鹏？,2019/12/11 14:08,0.244698,0
南南南南南南南_北,381360691,草，真他娘的好听！,2019/12/11 13:40,0.339954,0
身無分文VvV冷沫,255682667,这个嗓音配上一首西语歌曲 简直不要太舒服,2019/12/11 13:31,0.391235,0
M-Single,343992317,唱的是不是有点太肆意放肆了。。 ？ 有点停不下来,2019/12/11 13:27,0.225043,0
一朋_,431592291,原来舞猴是这样的 画面感强烈,2019/12/11 13:18,0.41383,0
OEGZP,1503840808,神评，你要笑死我了,2019/12/11 13:09,0.322449,0
记得就记得,288215596,这是传说中的印度口音吗,2019/12/11 12:56,0.283639,0
烂泥扶不上墙乄,370660837,记得三年前的一个晚上，我和朋友一起去酒吧喝酒，到了快一点的时候，感觉有点饿，我问前台有没有快餐，便走上一条不归路，从此一发不可收拾！,2019/12/11 12:55,0.340354,0
AmLor丶,295833812,你要笑死我。,2019/12/11 12:46,0.377179,0
五嗷嗷儿,268680763,跟sia声音像极了！,2019/12/11 12:31,0.362932,0
戈T法,1288460047,哦豁，完了，出不去。。 流感 ,2019/12/11 11:47,0.329233,0
戈T法,1288460047,说它不好听吧，但又感觉好听，，,2019/12/11 11:42,0.378058,0
如是从一,502085129,！这歌叫跳马猴子阿！！！,2019/12/11 11:19,0.328083,0
先锋呐,278557339,是呀，我之前以为有电音处理过，看了现场版才知道全是她真声,2019/12/11 11:12,0.351139,0
Gorillaz-kink,10755293,这是纯人声？,2019/12/11 10:57,0.360994,0
92春夏秋冬,123967823,绑上岛当领导,2019/12/11 10:48,0.347176,0
Dobranoc小C,544239242,那么难听！又那么好听！,2019/12/11 10:47,0.329858,0
我不下大雪,590621279,第一遍 这什么玩意 第二遍 我什么玩意,2019/12/11 10:27,0.272117,0
擒敌,62031564,从不搭理傻子 ,2019/12/11 10:24,0.350608,0
混在大北窑,45895472,我看你是病的不轻，建议入院观察。,2019/12/11 10:21,0.145092,0
农夫12138,344624108,网易云与小破站有一腿,2019/12/11 10:17,0.371942,0
帅炸的小然然,1598550738,奉劝在座的各位一定不要在输液的时候听这首歌 不要问我为什么 因为我的手上已经没有地方扎针了,2019/12/11 10:08,0.0166626,0
YMHPopcorn,1869718935,我也不想说啥了，一开始以为他是有想法的人，只是不注意用词，越往后看越感觉，他是实在没事做，来这里陪骂的 多多捂脸 ,2019/12/11 10:08,0.162343,0
YMHPopcorn,1869718935,你这样说，证明你还是没有认识到，或是不愿意接受自己的错误，既然这样，我建议你要么想好再回复，要么就不要回复。,2019/12/11 10:04,0.00251938,0
