name,id,comment,time,positive_prob,sentiment
恐怖主义小祖宗,1442170728,夕阳西下，接通电话，是你呀,2019-12-13 16:43:33,0.474917,1.0
现实是千奇百怪及其种种,440149653,是的，所以今天也要好好爱这个世界还有自己 ,2019-12-13 16:43:11,0.638719,2.0
是华绒绒啊18,2073647174,你在这,2019-12-13 16:42:50,0.372182,0.0
会讲故事的JackenWu,416397151,这七天，你给我力量。,2019-12-13 16:42:02,0.442177,0.0
村心下街,2062842338,曾想过离开却又坚持到现在熬过了 那些旁白 那些姿态 那些伤害,2019-12-13 16:41:31,0.73968,2.0
我一个人白头,501422364,是我买的第一首歌好想爱这个世界啊华晨宇他真的值得我也曾想过离开的感觉世人与我无关因为眼中太多渺小但是要好好活着啊很多人都爱着我们活着才有希望和色彩,2019-12-13 16:41:09,0.951736,2.0
千叶九枭,598063012,如果没有人拉我出黑暗 那我自己做那个人,2019-12-13 16:40:55,0.325793,0.0
搞笑不搞笑_,261964037,大家都不要哭哦大家要开心 爱心 ,2019-12-13 16:40:41,0.696848,2.0
乐多9911,1801282103,要加油啊，我在努力走出来！我也希望你努力走出来,2019-12-13 16:40:37,0.699428,2.0
小烟公主yu08042,615339378,当阳光败给阴霾，没想到你会拼命为我剥开,2019-12-13 16:40:29,0.580393,2.0
梦是睡着的醒yu,536292252,我们要一直好好的，因为有人愿意拼命为我们拨开阴霾，让我们走出黑暗！ 爱心 爱心 爱心 ,2019-12-13 16:40:20,0.82031,2.0
星辰言语,1428882351,那些拼命打击我想看我难堪的样子的人们，抱歉哈，你们不可能看见的。,2019-12-13 16:40:18,0.273433,0.0
花花鸽子yu,2065342034,是你呀，你是我的唯一,2019-12-13 16:40:17,0.516132,1.0
无缘无故想念,2062832922,不想离开也许尝试过被爱会开始仰望未来,2019-12-13 16:39:55,0.637855,2.0
亦禾72,1848267572,华晨宇 好想爱这个世界啊 是一道光，温柔和煦，照亮藏躲的灵魂。这个世界会充满色彩。 华晨宇好想爱这个世界啊 ,2019-12-13 16:39:54,0.969752,2.0
亦禾72,1848267572, 华晨宇yu 新歌 好像爱这个世界啊 为抑郁症发声，真实地诠释了抑郁的状态 无力，绝望，压抑，孤独，对于外界的无法相信，以及对于外界关怀和支持的渴望，歌曲温柔细腻，对患者给予陪伴理解和安慰！ 别怕，当你笑容绽开，这世界突然填满色彩 ！,2019-12-13 16:39:43,0.879638,2.0
Lenacici13,623222231,黑暗而明亮,2019-12-13 16:39:41,0.631649,2.0
亦禾72,1848267572,孤独隐藏在喧嚣，生机下掩埋荒芜。华晨宇 好想爱这个世界啊 用简单轻快的曲调唱抑郁症背后的悲伤痛苦，以温柔对抗黑暗，以理解驱散不被理解的痛苦，为你拨开世界阴霾。,2019-12-13 16:39:33,0.847472,2.0
跟你去看星辰大海,2043679905,谢谢你,2019-12-13 16:39:24,0.60383,2.0
惘然-喃,411723383,在每个瞬间与你相遇,2019-12-13 16:39:11,0.615054,2.0
傾卿倾箐,453162940,姐妹，我复制了你的评论去b站了，可以吗？ 多多可怜 ,2019-12-13 16:38:44,0.260883,0.0
我聊的猴,615396101,最好的你,2019-12-13 16:38:35,0.789031,2.0
惘然-喃,411723383,生活点滴温柔可爱，都值得们我前进我们一起走吧,2019-12-13 16:38:34,0.95863,2.0
08042heartbeat,1434804461,爱了爱了,2019-12-13 16:38:24,1.0,1.0
七七八八yu,2074103585,爱世界,2019-12-13 16:38:16,0.797431,2.0
沉默之沙hh,408638977,我初中抑郁了三年，白天伪装着自己，晚上关灯后才是最真实的我，哭着哭着就睡着了。那时我也不知道自己是怎么了，对生活失去希望。现在才知道是抑郁症。之后上了镇上的高中，遇见了几个真心朋友，慢慢的我就好多了。喜欢唱歌，艺考考上江苏师范大学。现在的我也是独来独往，看清了很多，也看淡了很多。,2019-12-13 16:38:11,0.962813,2.0
08042heartbeat,1434804461,我们一直在,2019-12-13 16:38:10,0.655383,2.0
苏小陶cc,2026677704, 华晨宇 当你的笑容绽开，这世界突然填满色彩 好想爱这个世界啊 ,2019-12-13 16:37:54,0.614546,2.0
蜜茶tee,1778094368,听闻远方有你，我跋涉千里，我喜欢你，从一而终，认真且怂 华晨宇 华晨宇新歌好想爱这个世界啊 ,2019-12-13 16:37:52,0.854956,2.0
苏小陶cc,2026677704, 华晨宇 曾想过离开却又坚持到现在熬过了 那些旁白 那些姿态 那些伤害,2019-12-13 16:37:50,0.771072,2.0
苏小陶cc,2026677704, 华晨宇 伤疤 就丢给回忆吧放下 才得到更好啊别怕 别怕,2019-12-13 16:37:45,0.578284,2.0
小魔仙ouo,266972974,拨开阴霾，勇敢在阳光里笑吧,2019-12-13 16:37:24,0.552244,2.0
甜甜的泡泡糖yu,2029621747,今天不小心鞋穿的太厚，想喝冰水。,2019-12-13 16:36:48,0.393254,0.0
饺子抄手云吞馄饨,1543170000,啊啊啊我爱华晨宇！！,2019-12-13 16:36:15,0.79075,2.0
想不起名字好苦恼,401724139,当你的笑容绽开，这世界突然填满色彩 爱心 ,2019-12-13 16:36:05,0.473225,1.0
凌晨两点十二分免,2074165238,花花加油 华晨宇 ,2019-12-13 16:36:03,0.608455,2.0
Christy_hcy,538967037,大哥，我爱你,2019-12-13 16:35:57, , 
KoukaOwen,39362552,一定會有人為你撥開陰霾,2019-12-13 16:35:47, , 
你今天敲好看呀,607486271,想过离开可奶茶那么好喝火锅那么好吃那么多事还没经历过 还有好多路要走 好多坑要过 好多关要闯 好多书要读 好多挑战要面临舍不得离开哇好好爱这个世界呐 ,2019-12-13 16:35:46,0.859628,2
要多多开心-,1882700216,不好的都会过去的。 ,2019-12-13 16:35:45,0.299848,0
缄默淦,488677254,从开始到永久,2019-12-13 16:35:44,0.598826,2
凌晨两点十二分免,2074165238,我会一直为你祝福！ 华晨宇 ,2019-12-13 16:35:40,0.710697,2
缄默淦,488677254,爱你爱你,2019-12-13 16:35:35,0.537731,1
缄默淦,488677254,发发爱我,2019-12-13 16:35:31,0.64111,2
花粉_rita,2073209130,我们都在,2019-12-13 16:35:27,0.645442,2
08042我会一直在,2043668963,想你,2019-12-13 16:34:30,0.434082,0
君君一妲,2007599172,听来听去真的还是华晨宇的歌曲好听！太历害了！,2019-12-13 16:33:49,0.353225,0
酷毙X小子,1634331201,世界是美好的，对吧大家 大笑 可爱 憨笑 鬼脸 ,2019-12-13 16:33:37, , 
花粉_rita,2073209130,谢谢你华晨宇，好想爱这个世界啊！,2019-12-13 16:33:16,0.843808,2
hcy你要好好的,1577465629,明天咪咕有斗牛和新世界啊，好遗憾没去现场,2019-12-13 16:33:00,0.736688,2
布布_yu,1561266680,照顾好自己,2019-12-13 16:33:00,0.76152,2
布布_yu,1561266680,明天见,2019-12-13 16:32:54,0.540128,1
布布_yu,1561266680,想你,2019-12-13 16:32:51, , 
给我点水吧,2030652218,正在回家的路上，这几天好累好累。一直逃避着长大这件事，为什么做大人这么累啊。还好有你的歌声，幸好幸好,2019-12-13 16:32:21,0.74965,2
bye-byebabyblue,258166097,谢谢你，花花,2019-12-13 16:32:18,0.63771,2
疯人院病友小塵,119805619,那些感动过后 ,2019-12-13 16:32:18,0.870631,2
皮皮小王子201911,2063964370,希望我们每个人都保护好自己的精神世界。好好爱自己，好好爱这个世界！,2019-12-13 16:32:16,0.853901,2
sdront,419470641,治愈着偶尔的自己,2019-12-13 16:32:06, , 
HONEY张十七,1374023310,“当你说还有你在忽然我开始莫名期待”“伤疤就丢给回忆吧放下才能得到更好啊”“没想到你会拼命为我拨开”好喜欢这首歌啊 ,2019-12-13 16:31:39,0.713716,2
一五一十一凌晨,2074157392,火火要跟上大哥的步伐呀 华晨宇 ,2019-12-13 16:31:14,0.487483,1
华晨宇de灰灰要变白白,2053405360,当你的笑容绽开，这世界突然填满色彩！,2019-12-13 16:31:02,0.428621,0
易烊千玺最爱的媳妇儿,413987094,停不下来了。,2019-12-13 16:30:57,0.579108,2
一五一十一凌晨,2074157392,常怀感恩之心 华晨宇 ,2019-12-13 16:30:53,0.566346,2
一五一十一凌晨,2074157392,感谢 华晨宇 ,2019-12-13 16:30:42,0.887171,2
利多卡因IC,2065489203,抱着沙发 睡眼昏花 凌乱头发夕阳西下 接通电话 是你呀,2019-12-13 16:30:38, , 
狮心心,369666810,明天就要学考啦，祝我全AAAAA！！搬到食堂自习有点吵，上云村看看没想到花花刚好发新歌了，好开心吖 ,2019-12-13 16:30:35,0.96093,2
Ysc-诚,54207754,这首30我都愿意买 多多大哭 ,2019-12-13 16:30:32,0.726707,2
喜欢玉置浩二的小朋友,1498968105,要是跨年会唱就好了,2019-12-13 16:30:22,0.51553,1
baobei187,1602883891,与其痛恨自己的无力，不如张开双臂拥抱不那么完美的自己。爱自己，才能更好地爱世界 华晨宇 华晨宇好想爱这个世界啊 ,2019-12-13 16:30:09,0.348396,0
HCY星子与缄默LXM,1342406523,小爱 每天循环,2019-12-13 16:30:08, , 
HCY星子与缄默LXM,1342406523,大哥 海选粉一直在啊！你一直红 我们一直红,2019-12-13 16:29:54,0.720383,2
好希望我会的,2065491039,独木桥呀 把谁推下 才算赢家我无声的反抗何时能战胜它,2019-12-13 16:29:48,0.415533,0
轻尘染,1349443373,我石家庄的，我现在在秦皇岛上学。 多多捂脸 ,2019-12-13 16:29:31, , 
权律耶,560780238,加油，陌生人，你一定可以的,2019-12-13 16:29:31,0.645695,2
女仙小我叫请,1609215591,从这首歌开始你是我的救命神仙,2019-12-13 16:29:12,0.624248,2
孤独者所向披靡,1325977328,谢谢,2019-12-13 16:28:48,0.750819,2
HONEY张十七,1374023310,伤疤,2019-12-13 16:28:47,0.531866,1
020708042yu,1827451591,别怕别怕,2019-12-13 16:28:37, , 
是华绒绒啊17,2073643325,爱世界爱你 爱心 ,2019-12-13 16:28:16,0.883678,2
贝塔柯西阿尔法,2065484456,伤疤 就丢给回忆吧放下 才得到更好啊别怕 别怕,2019-12-13 16:27:48,0.538265,1
一起回家08042,2043677084,爱你 ,2019-12-13 16:27:46,0.710728,2
Cofenry,31192264,三块钱一首，版权之战越演越烈啊。,2019-12-13 16:27:29,0.657755,2
識跏曐,1294356392,告诉父母自己抑郁症很难受，理解他们不会理解小孩为何会有抑郁症。同学朋友们以“他有病”作为梗不断嘲笑，讨好型人格骗过所有人隐藏住实情 多少次压抑不住想找人倾诉时却无从选择或者不知如何开口 独自在国外工作几度绝望，就在再度复发之时，一瓶可乐的价钱，买到了这么几年来求之不得的“望理解”,2019-12-13 16:27:15,0.0212652,0
掱纸,510681364,温暖有爱的花花 ,2019-12-13 16:26:48, , 
普罗帕酮_,2065491065,想过离开以这种方式存在是因为 那些旁白 那些姿态 那些伤害,2019-12-13 16:26:37,0.307672,0
不染---1,472954524,你熬的过去吗,2019-12-13 16:25:53,0.381584,0
心上人-尖尖,2028452767,每日都来 ,2019-12-13 16:25:39,0.735629,2
小质xz,2064088969,不想离开当你说还有你在忽然我开始莫名 期待,2019-12-13 16:25:27,0.486046,1
八九1010枝花,2074146560,怀着感恩的心对待身边的朋友 华晨宇 ,2019-12-13 16:25:13, , 
凝忆寒,454885390,这个世界很好，只是我不配,2019-12-13 16:25:04,0.921647,2
八九1010枝花,2074146560,愿你一生平安顺遂 华晨宇 ,2019-12-13 16:24:55,0.584581,2
八九1010枝花,2074146560,我们爱你呀 华晨宇 ,2019-12-13 16:24:44,0.622981,2
花花自我态度,1645211660,都要好好的，才能继续爱花花,2019-12-13 16:24:17,0.717354,2
一湾宁静YUAN,286011113,我也想过为你拨开阴霾 可是想到你拼命推开我的样子 我没有勇气了,2019-12-13 16:23:46,0.347203,0
H兔蓝,2068113341,夕阳西下 翻着电话 无人拨打是习惯孤独的我该得到的吧,2019-12-13 16:23:40,0.290181,0
花花自我态度,1645211660,坚强点 大笑 ,2019-12-13 16:23:33, , 
爱零宝贝,2007072023,认识华晨宇是因为我们的小姐姐特别喜欢他，然后让我听这首歌，不过确实很好听，华晨宇人好有才华，加油呀少,2019-12-13 16:23:31,0.954783,2
缪斯Acky,536205452,我永远喜欢hcy。,2019-12-13 16:23:23,0.825657,2
做yu生命的微光,2009722576,宝贝，你又宠幸广东了 流泪 ,2019-12-13 16:23:19,0.577645,2
Nakoruru_,359599907,你曾是我的解药，如今也是我的病根 心碎 ,2019-12-13 16:22:54,0.577225,2
宇你摯愛yu,2026017136, 华晨宇好想爱这个世界啊 华晨宇 不想离开 当你的笑容绽开 这世界突然填满色彩 ,2019-12-13 16:22:37,0.756454,2
诺言家轩梦,1731877437,最近挺丧的，总觉得自己是个垃圾,2019-12-13 16:22:26,0.268246,0
史努比粉粉,2066748051,屋檐角下 排着乌鸦 密密麻麻被压抑的情绪不知如何表达,2019-12-13 16:22:14,0.220153,0
Eunseo-延,493960590,不知道多少抑郁症有所谓的那个“你” 但我没有,2019-12-13 16:21:31,0.246476,0
山岗之上yu,629227646,温暖,2019-12-13 16:21:17,0.686783,2
一骑红尘妃子笑呀,2072844722,无论我 在这里 在那里仿佛失魂的虫鸣,2019-12-13 16:21:13,0.725426,2
王丶言丶,341657926,我确诊抑郁了，你快乐了吗？,2019-12-13 16:20:52,0.242088,0
a花花的小可爱,2074111026,我们都要好好的活着呀,2019-12-13 16:20:48,0.743032,2
可可cocoaa,415500546,好想爱这个世界啊,2019-12-13 16:20:45, , 
真心烂,630132445,第一次买歌,2019-12-13 16:20:37,0.554011,2
Ar3798,1876872058,犹豫了很久，做了一个决定，每听一首歌，都刷条评论，如果你认识河北秦皇岛的人，恰好又知道那座城市，那里有一个女孩，她叫李雨欣，她现在在石家庄上学，麻烦你帮我告诉她，有个叫陈六合的男人一直爱她，如果这条评论被淹没了，那就随风去吧。 谢谢。,2019-12-13 16:20:31,0.933433,2
一只悟净,313746856,下午好 ,2019-12-13 16:20:14,0.542415,1
HCY_児,2025968408,活着多好呀，想活成3岁就活成3岁，想活成60岁就活成60岁......,2019-12-13 16:19:46,0.249619,0
不解脱呀,2072852181,抱着沙发 睡眼昏花 凌乱头发却渴望像电影主角一样潇洒,2019-12-13 16:19:38,0.448143,0
LWY5464,1338057533,下午来看小爱 ,2019-12-13 16:19:34,0.73532,2
成小朋友想,1785061850,如果我的世界不再存在离开那该多好,2019-12-13 16:18:49,0.0750451,0
Zaim泽,2029498458,爱花花，爱世界,2019-12-13 16:18:42,0.907128,2
炸炸美如画,2025974696,大哥冲鸭,2019-12-13 16:18:06,0.476038,1
贾诗茹跟班,1524620520,好,2019-12-13 16:17:28,0.747981,2
蹲蹲不想蹲,532830845,下午好,2019-12-13 16:17:20,0.542415,1
寻似水流年,1499126570,好好爱这个世界！ 爱心 ,2019-12-13 16:17:19,0.582477,2
Dr_Mzy,255603981,小燕子要是能听到这首歌就好了，要是我能安慰安慰她就好了，多高啊，还是决定飞走了，我们会好好的哦，放心去玩吧亲亲,2019-12-13 16:17:01,0.788497,2
红烧羊腿yu,1386765295,宝贝！我们一直在！祝我们幸福鸦！ ,2019-12-13 16:16:59,0.951174,2
友情岁月180728,1456178733,一起投，不要掉，加油,2019-12-13 16:16:49,0.359254,0
kiiiou,121925159,总有人偷偷爱着你,2019-12-13 16:16:49,0.550903,2
一湾宁静YUAN,286011113,我也很想接到你的电话 听你说你想我了,2019-12-13 16:16:41,0.68773,2
xingfan284062ua,2074050070,买方便面没有调料包冰棍来不及吃就融化手机掉进铁网下水道迟到一分钟赶进公司生活有时真的很丧可自从你出现在平凡日子里我突然就好想爱这个世界啊 爱心 ,2019-12-13 16:16:13,0.264992,0
华卷卷麦265,2069516274,温暖这世界温暖你,2019-12-13 16:15:58,0.787407,2
心怨无痕,1501731106,谢谢,2019-12-13 16:15:36,0.750819,2
信子津御,397456549,想过离开 以这种方式存在,,0.255083,0
白衣青衫dd,1767342861,第一次买 大哭 ,2019-12-13 16:15:22,0.580633,2
一只digo,541081762,确诊的那天是一个阳光明媚的星期五 医院周围人很多 有学校 有商铺 我站在马路中间被人群裹挟 却觉得世界变成一片黑白 而我好像成为无际喧嚣中一个极为安静的点 安静的好像从来没有存在,2019-12-13 16:15:21,0.881287,2
白衣青衫dd,1767342861,必须值得啊 大哭 ,2019-12-13 16:15:04,0.866547,2
-Summerrain,436709170,能熬过去的人都很伟大,2019-12-13 16:14:38,0.810088,2
七味少女181026,1653168744,棒,2019-12-13 16:14:35,0.901564,2
三言梁语l,432804143,我问她喜欢什么歌手，她说华晨宇，又一夜她很难过，分享了一首好想爱这个世界啊，突然那么一瞬间我开始懂了，希望能尽我所能地去保护她，真的希望她能一直开心下去啊！,2019-12-13 16:14:28, , 
小云朵想吃糖ai,616952613,爱辽这首歌,2019-12-13 16:14:10,0.755482,2
晴雪霏妃,19412342,明天期待明天，明天会更好,2019-12-13 16:13:22,0.761093,2
屋顶的拾荒人_145,1382473001,嗯！会的！,2019-12-13 16:13:21,0.711181,2
不染---1,472954524,没人知道，只有她们自己知道,2019-12-13 16:13:15,0.364736,0
花暝丶,1917264204,好想，爱这个世界啊,2019-12-13 16:13:01,0.910912,2
长长九久久,2074144015,很幸运19年能遇到你 华晨宇 ,2019-12-13 16:12:45,0.681579,2
CAILIAN阿怡,486900642,一直在爱这个世界无论遇到什么 很幸庆有朋友家人 没有什么不开心的天黑天亮 睡一觉什么都会好的希望你们也要一直爱这个世界你有人爱 你值得 ,2019-12-13 16:12:37, , 
永远开心做自己,2043502563,谢谢,2019-12-13 16:12:22,0.750819,2
长长九久久,2074144015,大哥我们都要好好的 华晨宇 ,2019-12-13 16:12:17,0.689462,2
楊WUWU-,1414521111,我听了一百遍了 我也想爱这个世界啊,2019-12-13 16:12:04,0.792373,2
长长九久久,2074144015,一直心系于你 华晨宇 ,2019-12-13 16:12:00,0.695271,2
Youngs-hao丷,377030372,三部曲，疯人院只有去小破站听。。难受 ,2019-12-13 16:11:51,0.100263,0
黑色原子笔,41368302,小爱冲鸦！,2019-12-13 16:11:24,0.691155,2
as王武儿,1583489416,好听啊！,2019-12-13 16:11:20, , 
梦里华w,1394096423,当你说还有你在,2019-12-13 16:10:54,0.486247,1
不染---1,472954524,我只是希望被理解，虽然他跟别人说我是因为一件小事就这样了，别人都觉得我是道德绑架他，因为小事就那样我就是傻逼，可是两年来压抑的委屈就在那一刻，因为压死骆驼的最后一根稻草，最终我没放过自己。,2019-12-13 16:10:07,0.0826662,0
隔山海相见_,1705787146,不争 不抢 自退.,2019-12-13 16:09:36,0.17553,0
-Summerrain,436709170,我好想知道，她们熬过去了吗，怎样熬过去的，重度抑郁症能自愈吗,2019-12-13 16:09:27,0.44791,0
隔山海相见_,1705787146,抑郁症重度 心碎 ,2019-12-13 16:09:18,0.525731,1
風---样的疯子,584214798,我要哭了，怎么有这么温柔的歌，温柔的花花啊,2019-12-13 16:09:17,0.627668,2
CAILIAN阿怡,486900642,什么都会好的,2019-12-13 16:09:12,0.772142,2
是华绒绒啊16,2073630882,拥抱这个世界,2019-12-13 16:09:09,0.55481,2
_苏子啊,561278154,当我不确定自己有没有抑郁症的时候那就是没有的对吧,2019-12-13 16:08:59, , 
最爱绒花啊,1451907906,当你说还有你在，忽然我开始莫名期待 爱心 ,2019-12-13 16:08:58,0.467248,1
我从崖边跌-落,603407816,棒棒的,2019-12-13 16:08:55,0.679791,2
CAILIAN阿怡,486900642,我们都是花3块钱买的人,2019-12-13 16:08:47, , 
fireflyeee,565020680,我以后不会再把我的所有热情都给你了 那段时间你把我快搞抑郁了 对没错 很难熬 但当我慢慢不会再在每个你对我不好的细节崩溃 我知道我熬过来了 你的得而不惜我不在乎了 选项一直很多 你只是很差劲的那一个 曾经的我又回来了.,2019-12-13 16:08:45,0.0256799,0
皆桦java,1328105257,180万人买了 大哭 大哭 ,2019-12-13 16:08:44,0.539919,1
说好养我的,1704450068,真的很喜欢是真的那种 ,2019-12-13 16:08:37,0.765247,2
三岁就该笑yu,1569027276,当你的笑容出现，这世界突然填满色彩 ,2019-12-13 16:08:37,0.39665,0
吾皇大帅,2026094908,喜欢这温暖的旋律,2019-12-13 16:08:26,0.91318,2
欣哥欣哥牛,1921750946,又是美好的一天,2019-12-13 16:08:25,0.601082,2
吾皇大帅,2026094908,傍晚好 多多比耶 ,2019-12-13 16:07:36, , 
积极向上的小欣,364675606,人总是要向前看的啊,2019-12-13 16:07:29,0.678271,2
不染---1,472954524,一个人为什么会这样，她肯定经历的很多事，自己没法让自己得到治愈，可不可以安慰理解我，不要道德谴责我，,2019-12-13 16:07:26,0.0494267,0
iZmy,53540838,正在听这首歌的你 真的很不错你真的真的真的很不错,2019-12-13 16:07:06, , 
吾皇大帅,2026094908,哇哦 想吃锅包肉了 多多捂脸 多多可怜 ,2019-12-13 16:06:55,0.711224,2
吾皇大帅,2026094908,对啊，这首歌值得,2019-12-13 16:05:50,0.817888,2
凌晨两点八八点,2074129317,无论我在哪里，我都会想你的 华晨宇 ,2019-12-13 16:05:50,0.705384,2
凌晨两点八八点,2074129317,夕阳西下，接通电话，是你呀 华晨宇 ,2019-12-13 16:05:30,0.513386,1
想要世界拥有更多欢乐,2043412790,华晨宇,2019-12-13 16:05:23,0.574539,2
凌晨两点八八点,2074129317,感谢你还在，我们的王 华晨宇 ,2019-12-13 16:05:12,0.667709,2
今天你吃糖了吗-_,341613726,我做的没错，你说的也没错。,2019-12-13 16:04:12, , 
Carol181002,1619960899,好爱 ,2019-12-13 16:04:10,0.864287,2
花花花小发,1490465408,网易云2019年度音乐榜单年度偶像大家有去投票吗！ 跳舞 ,2019-12-13 16:03:35,0.517221,1
莫霏梵,1616737550,大哥，真的，还温柔，谢谢你,2019-12-13 16:03:33,0.676015,2
屋顶的拾荒人_145,1382473001,嗯！一定会的！,2019-12-13 16:03:31,0.816008,2
SexPisTolllsss,297453576,如果你在 就让我脱离这苦海 别让我一个人 别把我抛下 我不想再失去任何一个人 如果没有你 我也没有办法再去爱,2019-12-13 16:03:16, , 
-Summerrain,436709170,你得活下去，最好是能好好活下去,2019-12-13 16:03:08,0.623795,2
白衣青衫dd,1767342861,都是买的吗 惊恐 ,2019-12-13 16:03:03,0.435267,0
Tristan2000,1554603286,四六级加油！,2019-12-13 16:02:37,0.639104,2
彩色的真实,34032629,爱了,2019-12-13 16:02:22,0.759079,2
鸡窝头少年,1605974138,谢谢你。,2019-12-13 16:02:05,0.647955,2
Aryawei,5993447,花花 期待明天的你,2019-12-13 16:01:58,0.701317,2
谁知道我gg,316684291,加油哥们,2019-12-13 16:01:52, , 
我是华晨宇的鸡腿,1995588526,华晨宇 爱心 ,2019-12-13 16:01:35,0.594222,2
青春再见233,542913861,不想离开,2019-12-13 16:01:31,0.564304,2
轻烃丶,2032645965,以爱之名！,2019-12-13 16:01:19,0.622717,2
鸡窝头少年,1605974138,我爱你,2019-12-13 16:01:17,0.564839,2
瓶盖里的欧尼,115847317,快下班啦 明天能看到新鲜的你 钟情 ,2019-12-13 16:01:17,0.812909,2
3Ecol3,449226115,所以一定加油呀！,2019-12-13 16:01:08,0.705197,2
伦敦海岸那一冬,309975521,期待与你的相遇。,2019-12-13 16:01:02, , 
我是华晨宇的鸡腿,1995588526,加油加油,2019-12-13 16:00:59,0.588436,2
鸡窝头少年,1605974138,要坚持下去啊,2019-12-13 16:00:55,0.669449,2
我是华晨宇的鸡腿,1995588526,破30w啦,2019-12-13 16:00:52,0.341546,0
3Ecol3,449226115,今天也是爱胡丰芮的一天,2019-12-13 16:00:47,0.772204,2
吾皇大帅,2026094908,要学会爱自己，做自己的朋友，自己就不再是孤单一人,2019-12-13 16:00:44,0.322418,0
鸡窝头少年,1605974138,加油,2019-12-13 16:00:43,0.576334,2
